Name,Address,Phone,Website,Operating_Hours,Dinner_cost,Lunch_cost,Rating,Reviews
Uoichiban,3-chome-17-6 Todoroki Setagaya City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1317/A131715/13145968/,【ランチ】11:30~15:00(L.O.14:30)【ディナー】16:00~20:00(L.O.19:00),"￥3,000～￥3,999","￥1,000～￥1,999",3.27,19
sushishunsuke,3-chome-44-4 Asagayaminami Suginami City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1319/A131905/13127515/,18:00～20:50 21:00～24:00(二部制),"￥20,000～￥29,999","￥20,000～￥29,999",4.31,236
Sushimisakimaru,4-chome-10-1 Yoga Setagaya City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1317/A131707/13149030/,11:00～22:00(L.O),"￥2,000～￥2,999","￥1,000～￥1,999",3.03,12
Uoyuu,4-chome-2-2 Ginza Chuo City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1301/A130101/13146191/,月～日・祝日ランチ　11:30～14：30（L.O.14:00）ディナー　17：00～22：30（L.O.22:00）,"￥4,000～￥4,999","￥2,000～￥2,999",3.28,38
kaisendokorosushitsune,1-chome-55-16 Sasazuka Shibuya City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1318/A131808/13011764/,【営業時間変更】（2021/7/12～8/22）11：00～20：00■ランチタイム　11:00～15:00■アルコール類ご提供時間　※酒類の提供中止（終日）※■ラストオーダー（寿司・和食・ソフトドリンク）19：30（お土産）19:30　(お受け取り20：00迄),"￥3,000～￥3,999","￥1,000～￥1,999",3.06,26
mawarisushisenjusushitsune,Senju Adachi City Tokyo,n/a,https://tabelog.com/en/tokyo/A1324/A132402/13009127/,【営業時間変更】（2021/7/12～8/22）11：00～20：00※休館日：8/18(水)※■ランチタイム　11:00～15:00■アルコール類ご提供時間　※酒類の提供中止（終日）※■ラストオーダー（寿司・和食・ソフトドリンク）19：30（お土産）19:30　(お受け取り20：00迄),"￥2,000～￥2,999","￥1,000～￥1,999",3.07,22
Irohazushi,6-chome-10-17 Haramachida Machida Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1327/A132701/13030445/,11:30～23:30 ランチ 11:30～17:00,-,"￥1,000～￥1,999",3.21,19
Sushiyamazaki,5-chome-9-6 Higashinippori Arakawa City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1311/A131104/13070340/,17:00～23:00,"￥8,000～￥9,999",-,3.17,13
isamizushi,1-chome-2-7 Honcho Nakano City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1304/A130401/13072300/,11:30～21:30,"￥1,000～￥1,999",～￥999,3.25,11
Tsukijisuzutomisushitomi,2-chome-21-1 Tamagawa Setagaya City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1317/A131708/13126099/,10：00～21：00,～￥999,～￥999,3.3,24
Numaduuogashizushi,2-chome-4-1 Marunouchi Chiyoda City Tokyo-to,050-5571-2179,https://tabelog.com/en/tokyo/A1302/A130201/13004063/,【臨時休業のお知らせ】2021年7月19日(月)～8月22日(日)まで臨時休業させていただきます。,"￥3,000～￥3,999","￥1,000～￥1,999",3.24,84
yuushoku,2-chome-2-21 Akasaka Minato City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1308/A130802/13014882/,［月～土］9:00～17:00［日］9:00～15:00,"￥1,000～￥1,999","￥1,000～￥1,999",3.51,38
Heirokusushi,2-chome-1-21 Akabane Kita City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1323/A132305/13045882/,11:00～21:30年中無休,"￥1,000～￥1,999","￥1,000～￥1,999",3.05,18
Motodane,6-chome-25-4 Tsukiji Chuo City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1313/A131301/13025023/,[月～金（水休）]10:30～14:0017:30～21:00[土・日・祝]10:30～14:00,"￥5,000～￥5,999","￥1,000～￥1,999",3.62,181
Tsukijisushiiwa,2-chome-4-1 Nihonbashi Chuo City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1302/A130202/13053379/,10:30～19:30※7/12～8/22は酒類提供なし,"￥8,000～￥9,999","￥1,000～￥1,999",3.26,16
Yoseya,4-chome-12-1 Higashiueno Taito City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1311/A131101/13093530/,[月～金]11:30～14:00（ランチ）17:00～20.30（LO19.30)[土]11:30～14:00（ランチ）17:00～20.00(L.O.19.00),"￥4,000～￥4,999",～￥999,3.38,42
Sushiyanoisosei,5-chome-19-11 Okusawa Setagaya City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1317/A131703/13003277/,[火~金・土・日・祝・祝前]ランチ:11:30〜14:00 LO14:00ディナー:17:00〜22:00 LO22:00,"￥15,000～￥19,999","￥2,000～￥2,999",3.43,43
Sushionikai,2-chome-18-11 Kamimeguro Meguro City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1317/A131701/13241316/,【ランチ】12：00～14：00※ランチの予約は事前ご予約になります。※ランチは日曜日のみの営業となります。【ディナー】1８：00～20：00（19：30L.O）緊急事態宣言発令に伴い、アルコール提供を行っておりません。※お客様に来店時、検温をお願いしております。３７．５℃以上の方には入店をお断りさせて頂きます。また、キャンセル料を頂きますのでご了承のほど、宜しくお願い致します。,"￥10,000～￥14,999","￥10,000～￥14,999",3.56,111
Edomaekotosushi,1-chome-1-32-4 Nishigotanda Shinagawa City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1316/A131603/13030425/,18:00～23:30(L.O.23:00),"￥8,000～￥9,999",～￥999,3.09,11
Kappazushi,1-chome-48-10 Toshincho Itabashi City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1322/A132203/13042408/,午前10:00~午後11:00（ラストオーダー午後10:30),"￥1,000～￥1,999","￥1,000～￥1,999",3.07,38
Mutenkurazushi,3-chome-4-5 Sakuracho Koganei Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1325/A132501/13010111/,[全日]11:00～23:00※ご入店は閉店時間の30分前まで,"￥1,000～￥1,999","￥1,000～￥1,999",3.07,39
Sushigen,3-chome-28-5 Ueno Taito City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1311/A131101/13019966/,11:30～22:30,"￥5,000～￥5,999",-,3.37,21
Sushiro,1-chome-32-5 Wakamatsucho Fuchu Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1326/A132602/13022648/,[平　 日]11:00～23:00(L.O.22:30)[土・日・祝]10:30～23:30(L.O.22:30),"￥1,000～￥1,999","￥1,000～￥1,999",3.08,43
Katsuooedo,Senju Adachi City Tokyo,n/a,https://tabelog.com/en/tokyo/A1324/A132402/13111311/,11：00～23：00,"￥1,000～￥1,999","￥1,000～￥1,999",3.18,29
Tsukiditamasushi,42-2 Senjuasahicho Adachi City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1324/A132402/13093615/,11:00～22:00（L.O.21:30）ランチ 11:00～15:00／［月～金（土・日・祝日除く）］,"￥1,000～￥1,999","￥1,000～￥1,999",3.07,22
Yoshizumi,4-chome-13-3 Kinshi Sumida City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1312/A131201/13040158/,11:30～24：00ランチ11:30～14:30,-,"￥1,000～￥1,999",3.45,27
yataiizakayaoosakamammaru,3-chome-1-4 Takadanobaba Shinjuku City Tokyo-to,050-5457-8783,https://tabelog.com/en/tokyo/A1305/A130503/13199525/,[月～土] 11:30～27:00(26:30LO)[日・祝] 11:30～27:00(26:30LO),"￥2,000～￥2,999","￥1,000～￥1,999",3.09,35
Uobeiooyama,20-4-52 Ōyamahigashicho Itabashi City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1322/A132203/13188890/,平日/11:00～23:00(L.O.22:30)土日祝/10:30～23:00(L.O.22:30),"￥1,000～￥1,999",-,3.03,12
Uozen,3-17 Senjuakebonocho Adachi City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1324/A132402/13070928/,11:00～14:00,-,"￥1,000～￥1,999",3.35,14
Edomaesushisakurasou,Sotokanda Chiyoda City Tokyo,n/a,https://tabelog.com/en/tokyo/A1311/A131101/13053293/,[月～金]11:30～13:3017:00～22:00(L.O.21:30)[土]11:30～13:30[ディナー]要予約,-,～￥999,3.37,19
Aduma,40-7 Tomihisacho Shinjuku City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1304/A130401/13058678/,ランチ[火-土]12:00-14:0018:00-23:00,-,"￥1,000～￥1,999",3.42,24
Tsukakoshi,2-13 Tomihisacho Shinjuku City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1309/A130903/13146929/,8:00～20:00,"￥4,000～￥4,999",-,3.2,12
Katsuooedo,1-chome-27-2 Minamiikebukuro Toshima City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1305/A130501/13048405/,11:30～23:30,"￥2,000～￥2,999",～￥999,3.14,33
Sushiizakayaarupusu,2-chome-35-2 Kabukicho Shinjuku City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1304/A130401/13058641/,17:00～翌5:00,"￥2,000～￥2,999",-,3.27,69
Kudanshitasushimasashunhakkai,1-chome-28-1 Minamiikebukuro Toshima City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1305/A130501/13124444/,［月〜土］午前10時〜午後9時　［日・祝休日］午前10時〜午後8時,"￥10,000～￥14,999","￥3,000～￥3,999",3.5,32
Mutenkurazushi,1-chome-50-3 Sunagawacho Tachikawa Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1329/A132901/13096894/,[全日]11:00～23:00※ご入店は閉店時間の30分前まで,"￥1,000～￥1,999","￥1,000～￥1,999",3.03,20
Midorisouhonten,1-chome-1-24 Kichijoji Minamicho Musashino Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1320/A132001/13116179/,11:00～22:00(L.O.21:30)営業は11:00からですが、整理券は10:00から発行開始。,"￥2,000～￥2,999","￥2,000～￥2,999",3.45,147
Sushidokoroikeda,3-chome-6-12 Kinuta Setagaya City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1318/A131814/13135211/,17:00～23:00,"￥4,000～￥4,999",-,3.38,14
Namaenonaisushiya,1 Chome-12 Kabukicho Shinjuku City Tokyo,n/a,https://tabelog.com/en/tokyo/A1304/A130401/13211983/,17:00～翌02:00,"￥1,000～￥1,999",-,3.27,28
ginzasushidokoroshin,7-chome-12-4 Ginza Chuo City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1301/A130101/13116376/,[月～金]11:30～14:00(L.O.)17:30～22:30 (L.O.) [土] 11:30～14：00(L.O.)17:30～21:30(L.O.),"￥10,000～￥14,999","￥3,000～￥3,999",3.32,21
Mutenkurazushi,5 Chome-8 Aoi Adachi City Tokyo,n/a,https://tabelog.com/en/tokyo/A1324/A132404/13089662/,[全日]11:00～24:00※ご入店は閉店時間の30分前まで,"￥1,000～￥1,999","￥1,000～￥1,999",3.07,26
Edomaebikkurizushi,3-chome-1 Yotsuya Shinjuku City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1309/A130903/13006787/,17:00～翌4:00,"￥3,000～￥3,999",-,3.07,19
Sushiichibanakayasu,3-chome-17-10 Shinmachi Ome Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1330/A133003/13070457/,,"￥4,000～￥4,999","￥1,000～￥1,999",3.24,14
Sushisakai,8-chome-5-26 Ginza Chuo City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1301/A130102/13162548/,[月～金]17：30～翌2：00[土]17：30～22：00,"￥15,000～￥19,999",-,3.09,11
Ikoisushi,6-chome-24-9 Nishikasai Edogawa City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1313/A131305/13092218/,月・火・木～日ランチ　11:30～14:00（L.O.13:30）ディナー　16:30～22:00（L.O.21:30）,"￥4,000～￥4,999",～￥999,3.38,16
Jirochousushi,2-chome-14-8 Kajicho Chiyoda City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1310/A131002/13061236/,18:00～,"￥5,000～￥5,999",-,3.45,26
Uobei,2-chome-5-9 Sanno Ota City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1315/A131502/13187846/,平日/11:00～23:00(L.O.22:30)土日祝/10:30～23:00(L.O.22:30),"￥1,000～￥1,999",-,3.04,22
ginzarinnishimura,7-chome-2-8 Ginza Chuo City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1301/A130101/13002288/,【月〜金曜日】お昼11:00〜14:00 【月〜金曜日】夜17:00〜22:00 【土、祝日】3部制11：30～14：0014：30～17：0018：00～,"￥20,000～￥29,999","￥10,000～￥14,999",3.09,21
sutaminatarounekusuto,1-chome-35-3 Takadanobaba Shinjuku City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1305/A130503/13170032/,ランチ　11：00～17：00(入店受付15：30まで)ディナー　17：00～23：30(入店受付22：00まで),"￥2,000～￥2,999","￥1,000～￥1,999",3.03,14
Nadaman,1-chome-8-3 Marunouchi Chiyoda City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1302/A130201/13072617/,11:30～14:30（コースL.O.14:00）17:30～22:00（コースL.O.21:30）,-,"￥8,000～￥9,999",3.52,113
Sushidokorosei,6-chome-5-1 Toyosu Koto City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1313/A131307/13229004/,[平日]7:00～14:00(L.O)[土]7:00～15:00(L.O),-,"￥2,000～￥2,999",3.38,24
Chouraku,908-1 Fussa Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1330/A133002/13060199/,[水～土]11:30～14:00[火～土]17:00～23:00,"￥4,000～￥4,999","￥1,000～￥1,999",3.19,13
Mutenkurazushi,3-chome-9-5 Azusawa Itabashi City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1322/A132205/13119712/,[月～金]11：00～23：00[土・日・祝]10：20～23：00※ご入店は閉店時間の30分前まで,"￥1,000～￥1,999","￥1,000～￥1,999",3.07,34
Gochitokiwa,1-chome-35-10 Morino Machida Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1327/A132701/13036302/,11:30～14:00（L.O.13:45）17:00～22:00（L.O.フード21:00／ドリンク21:30）,"￥4,000～￥4,999","￥1,000～￥1,999",3.45,28
Utamizushi,2-chome-2-3 Hamamatsucho Minato City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1314/A131401/13030460/,月～金17:30～22:00月～土11:30～14:00,"￥4,000～￥4,999","￥1,000～￥1,999",3.46,46
Hananomai,1-chome-10-8 Nishiikebukuro Toshima City Tokyo-to,050-5456-8122,https://tabelog.com/en/tokyo/A1305/A130501/13097247/,【通常営業時間】11:30～翌1:00※新型コロナウイルスの影響により、営業時間・定休日等が記載と異なる場合がございます。ご来店時は、事前に店舗へご確認をお願いします。【当面の営業時間】11:30～20:00,"￥3,000～￥3,999",～￥999,3.05,18
Matsue,1-chome-11-13 Ebisu Shibuya City Tokyo-to,050-5457-6864,https://tabelog.com/en/tokyo/A1303/A130302/13213483/,【当面の営業時間】11:30～14:1517:00～20:00※東京都の要請に基づき、当面の間、酒類の提供を終日控えさせていただきます。,"￥10,000～￥14,999","￥3,000～￥3,999",3.39,26
Oozekizushi,1 Sashikiji Oshima Tokyo,n/a,https://tabelog.com/en/tokyo/A1331/A133101/13117528/,火～日昼　11:00-14:00夜　16:00-21:00,"￥2,000～￥2,999","￥3,000～￥3,999",3.26,16
Tsukijinihonkai,Akabanenishi Kita City Tokyo,n/a,https://tabelog.com/en/tokyo/A1323/A132305/13112115/,11：30～20：00,"￥2,000～￥2,999","￥1,000～￥1,999",3.06,20
Sushiyanogotou,Roppongi Minato City Tokyo,n/a,https://tabelog.com/en/tokyo/A1307/A130701/13022240/,11:30～14:0018:00～23:00,"￥10,000～￥14,999","￥1,000～￥1,999",3.38,25
kappouyoshiba,2-chome-14-5 Yokoami Sumida City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1312/A131201/13007976/,[月～土]11:30～14:00(L.O.13:30) 17:00～22:00(L.O.21:10)[東京場所中の日・祝]17:00～22:00(L.O.21:10),"￥8,000～￥9,999","￥1,000～￥1,999",3.56,98
izakayasakanatori,1-3 Maruyamacho Shibuya City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1303/A130301/13198186/,ランチ11:30～14:30（L.O.14:00、ドリンクL.O.14:00、平日のみ営業）ディナー17:30～23:30（L.O.22:30、ドリンクL.O.23:15）,"￥3,000～￥3,999",～￥999,3.47,58
Kaisenzan,2-chome-45-2 Ikebukuro Toshima City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1305/A130501/13008953/,毎日16:30～02:00【お得なサービス実施中!!】①毎週日曜＆祝日⇒刺身全品半額②毎週月曜(祝日の場合は火曜)⇒地酒２合徳利半額③全員が２１時以降入店⇒料理全品半額(日曜～木曜限定。但し祝前日は除く),"￥4,000～￥4,999",-,3.47,57
Taishuusushisakabakadohachi,Hatchobori Chuo City Tokyo,n/a,https://tabelog.com/en/tokyo/A1302/A130203/13209101/,【平日ランチ】11:30～14:00【平日夜】17:00～23:30 (L.O 23:00)【金夜】17:00～26:00 (L.O 25:30)【土】定休日【日、祝】12：00～23:00 (L.O 22:30)*お食事のL.Oは、閉店1時間前となります。,"￥2,000～￥2,999",-,3.19,14
Asahizushi,5-chome-19-15 Kamata Ota City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1315/A131503/13059542/,ランチ営業　12:00～13:30,"￥1,000～￥1,999","￥1,000～￥1,999",3.38,25
Kumazushi,7-chome-62-9 Nishikamata Ota City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1315/A131503/13040571/,[火～日] 18:00～22:00(L.O),"￥10,000～￥14,999",-,3.56,42
Sushishuu,4-chome-14-19 Ginza Chuo City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1301/A130101/13059893/,[月～金]11:30～14:0017:00～22:30(L.O.22:00)[土]11:30～14:0017:00～21:00(L.O),"￥15,000～￥19,999","￥1,000～￥1,999",3.36,26
Tsukijitamazushi,1-chome-5-24 Sendagaya Shibuya City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1304/A130403/13183860/,11:00 ~23:00,"￥3,000～￥3,999","￥2,000～￥2,999",3.08,20
Ibuki,1-chome-8-2 Marunouchi Chiyoda City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1302/A130201/13189233/,[月～金]L11:00～14:30(L.O14:00)D17:00～22:00(L.O F.21:00 D.21:30)[土・日・祝]L11:00～14:30(L.O 14:00)D17:00～22:00(L.O F.21:00　D.21:30)在庫状況、ランチ、ディナーの予約状況により一部予告なしに変更させて頂く場合も御座います。,"￥6,000～￥7,999","￥1,000～￥1,999",3.53,50
Sushinamba,1-chome-1-2 Yurakucho Chiyoda City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1301/A130102/13219857/,,"￥30,000～￥39,999","￥30,000～￥39,999",4.55,269
Sushihoujou,4-chome-28-2 Ryogoku Sumida City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1312/A131201/13228747/,17:00～22:00,"￥15,000～￥19,999",-,3.36,13
sushiishijima,Shintomi Chuo City Tokyo,n/a,https://tabelog.com/en/tokyo/A1313/A131301/13204993/,11:30～14:00 18:00～23:00(L.O.22:30),"￥15,000～￥19,999",-,3.51,41
Kinchan,4-7 Sakaecho Nerima City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1321/A132101/13185478/,16:00～翌1:00,"￥2,000～￥2,999",-,3.08,10
Matsunosushi,2-chome-16-12 Minaminagasaki Toshima City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1321/A132101/13071606/,[月・火・木～土]17:00～21:00[日・祝]12:00～14:00(L.O.13:30) 17:00～21:00,"￥6,000～￥7,999","￥6,000～￥7,999",3.51,43
Janomezushi,1-chome-26-2 Sugamo Toshima City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1323/A132301/13012388/,11:30〜14:0017:00〜23:00,"￥5,000～￥5,999","￥1,000～￥1,999",3.39,25
Higashiginzaedogin,3-chome-14-7 Ginza Chuo City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1301/A130101/13151421/,11:30～14:00(L.O.14:00)18:00～22:00(L.O.21:30),"￥10,000～￥14,999","￥1,000～￥1,999",3.28,27
Koichian,1-chome-28-1 Minamiikebukuro Toshima City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1305/A130501/13029820/,[月～土] 10:00～21:00 [日・祝] 10:00～20:00,～￥999,"￥1,000～￥1,999",3.07,24
Setsukijisushisen,Kaminarimon Taito City Tokyo,n/a,https://tabelog.com/en/tokyo/A1311/A131102/13029444/,24時間営業（ランチ 11:00～15:00）,"￥2,000～￥2,999","￥3,000～￥3,999",3.08,53
Kaisemmisakikou,Harumi Chuo City Tokyo,n/a,https://tabelog.com/en/tokyo/A1313/A131302/13201983/,11:00～23:00(L.O.22:00),～￥999,"￥1,000～￥1,999",3.01,12
Sushitatsumi,8-chome-5-19 Ginza Chuo City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1301/A130103/13072451/,月～金曜11：30～14：3017：00～23：00（ラストオーダー22：00）土曜11：30～15：0017：00～22：00,"￥15,000～￥19,999","￥3,000～￥3,999",3.64,70
Sushichayamomotarou,2-chome-9-2 Kitaotsuka Toshima City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1323/A132302/13036592/,17:00～翌4:00,"￥6,000～￥7,999",-,3.18,18
Kintarou,Mishuku Setagaya City Tokyo,n/a,https://tabelog.com/en/tokyo/A1317/A131705/13013756/,17:30〜23:00(ラストイン21:00）,"￥10,000～￥14,999",-,3.51,19
Sushitsukijinihonkai,5-chome-5-1 Toyosu Koto City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1313/A131307/13046638/,11:30～20:00,"￥3,000～￥3,999",-,3.01,17
sushiikebukuro,1-chome-23-1 Minamiikebukuro Toshima City Tokyo,n/a,https://tabelog.com/en/tokyo/A1305/A130501/13257441/,6月より通常営業致します。酒類の提供も致します。通常営業時間ランチ　　11:30～14:00ディナー　16:00～24:00酒類提供終日行なっております。日曜営業,"￥8,000～￥9,999","￥2,000～￥2,999",3.09,13
Sushiro,819-1 Naraharamachi Hachioji Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1329/A132904/13096610/,11:00～23:00,"￥1,000～￥1,999","￥1,000～￥1,999",3.04,12
Aoyama sushi kanesaka,Kitaaoyama Minato City Tokyo,n/a,https://tabelog.com/en/tokyo/A1306/A130603/13250598/,11:30～14:00（L.O.13:00）／17:00～22:00（L.O.21:00）,"￥10,000～￥14,999","￥8,000～￥9,999",3.14,15
sushisakayoshi,2-chome-25-8 Kabukicho Shinjuku City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1304/A130401/13229846/,17:00～24:00,"￥10,000～￥14,999",-,3.09,24
Tsukijikagurazushi,4-chome-14-13 Tsukiji Chuo City Tokyo-to,050-5457-9859,https://tabelog.com/en/tokyo/A1313/A131301/13159340/,8：00～1６：00 （LO1５：30）緊急事態宣言延長に伴う営業についてお知らせ月曜日～金曜日 臨時休業時短営業土・日・祝 8：00～17：00 最終入店16:00（LO16：30）※酒類の提供は控えさせて頂きます。,"￥5,000～￥5,999","￥2,000～￥2,999",3.22,23
Sushihidekishi,2-chome-7-3 Minamiaoyama Minato City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1306/A130603/13096784/,11:30～14:00（L.O.）／17:30～23:00(入店)日、祝日 17:30〜22:00(入店),"￥20,000～￥29,999","￥1,000～￥1,999",3.32,18
Kushiro,2-chome-7-2 Marunouchi Chiyoda City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1302/A130201/13153460/,7月12日から8月22日まで都の要請に従い当店の営業時間を以下のようにさせていただきます。早期終息に向けて皆様のご理解とご協力をお願い申し上げます。営業時間：11：00～15：00/16：00～20：00アルコール提供：終日なしお料理ラストオーダー：19：30,"￥5,000～￥5,999","￥1,000～￥1,999",3.5,81
Kandashinodazushi,2 Chome-2 Kanda Awajicho Chiyoda City Tokyo,n/a,https://tabelog.com/en/tokyo/A1310/A131002/13006360/,[月〜金]7:30～18:00[土・日・祝]7:30～17:00◯地下1階のイートインは11:00から◯大阪寿司と茶巾寿司は9:30頃から販売★2021.1/1現在・コロナウィルス対策により、地下1階イートインは休止中,-,～￥999,3.68,175
Shimbashisushisazanami,3-chome-5-11 Shinbashi Minato City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1301/A130103/13236019/,16:00-24:00(L.O23:00),"￥10,000～￥14,999",-,3.09,19
Kizaki,3-chome-21-10 Akasaka Minato City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1308/A130801/13221218/,【火〜土】ランチ 12:00〜14:00ディナー 18:00〜23:00【日】ランチのみ 12:00〜14:00,"￥20,000～￥29,999","￥10,000～￥14,999",3.85,112
Akasakakazu,6-chome-4-21 Akasaka Minato City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1308/A130801/13205656/,昼の部［月火･木金］11:30~13:30　　水、土、日定休夜の部［月～土　祝祭日除く］17:30～翌2:00日、祝日定休,"￥15,000～￥19,999","￥1,000～￥1,999",3.1,10
Sushimamire,1-chome-15-5 Kabukicho Shinjuku City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1304/A130401/13170853/,24時間営業,"￥3,000～￥3,999","￥1,000～￥1,999",3.15,31
Oobanzushi,1-chome-3-11 Kabukicho Shinjuku City Tokyo-to,050-5571-9182,https://tabelog.com/en/tokyo/A1304/A130401/13090203/,12:00～翌6:00　ランチ 12:00～15:00(土･日・祝日を除く）,"￥4,000～￥4,999",～￥999,3.3,28
Nishikizushi,1-chome-19-17 Nishikicho Tachikawa Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1329/A132901/13040536/,11:30～22:00,"￥10,000～￥14,999","￥2,000～￥2,999",3.29,11
Kaisendokorosushitsune,Omorikita Ota City Tokyo,n/a,https://tabelog.com/en/tokyo/A1315/A131502/13017829/,【営業時間変更】（2021/7/12～8/22）11：00～20：00■ランチタイム　11:00～15:00■アルコール類ご提供時間　※酒類の提供中止（終日）※■ラストオーダー（寿司・和食・ソフトドリンク）19：30（お土産）19:30　(お受け取り20：00迄),"￥3,000～￥3,999","￥1,000～￥1,999",3.08,31
Kitamae,3-chome-19-12 Morishita Koto City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1312/A131201/13056058/,11:00～14:00 17:00～22:00,"￥6,000～￥7,999","￥1,000～￥1,999",3.39,14
Jiyuugaokasushirinka,1-chome-3-17 Jiyugaoka Meguro City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1317/A131703/13224177/,<ﾗﾝﾁﾀｲﾑ>11：30～14：30（L.O.14：00）<ﾃﾞｨﾅｰﾀｲﾑ>17：00～23：00  (L.O.22：00),"￥10,000～￥14,999","￥1,000～￥1,999",3.49,43
Edoyasushihachi,1-chome-36-9 Asagayaminami Suginami City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1319/A131905/13117572/,17:00～翌1:00（L.O.24:00）,"￥4,000～￥4,999",～￥999,3.27,17
Sushiabenikeizu,3-chome-14-1 Shinjuku Shinjuku City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1304/A130401/13070284/,午前10時30分～午後8時伊勢丹新宿店に準ずる。,～￥999,"￥1,000～￥1,999",3.54,41
Shabushabusushihassan,Roppongi Minato City Tokyo,050-5570-8057,https://tabelog.com/en/tokyo/A1307/A130701/13173566/,【月曜日～日曜日】ランチ　：11:30 ～ 15:00（LO 14:00）ディナー：16:30 ～ 21:00（LO 20:00）◆休業のお知らせ◆4月25日(日)～当面の間,"￥6,000～￥7,999","￥2,000～￥2,999",3.33,27
Kawamuraya,Nishiarai Adachi City Tokyo,n/a,https://tabelog.com/en/tokyo/A1324/A132404/13160447/,11:00～17:00,-,～￥999,3.28,18
